date; machine; nvilles; graine; nthreads; longueur; temps; coupures
Wed Dec  4 17:27:39 2013;ensipc105.imag.fr;15;12387;1;328;110.306757;2939486
Wed Dec  4 17:27:40 2013;ensipc105.imag.fr;16;12387;1;343;255.903651;7011570
Wed Dec  4 17:27:40 2013;ensipc105.imag.fr;17;12387;1;353;1042.319492;30185190
Wed Dec  4 17:27:41 2013;ensipc105.imag.fr;18;12387;1;356;5844.820641;171233238
Wed Dec  4 17:27:47 2013;ensipc105.imag.fr;15;12388;1;286;3519.124646;86610798
